--------------------------------------------------------------------------------------------------------------------------
Frequent Itemset Summary

Data File: ..\..\mushroom-bin.data

Total number of frequent itemsets generated: 24035

Number of frequent itemsets of length 1: 39
Number of frequent itemsets of length 2: 312
Number of frequent itemsets of length 3: 1127
Number of frequent itemsets of length 4: 2467
Number of frequent itemsets of length 5: 3801
Number of frequent itemsets of length 6: 4544
Number of frequent itemsets of length 7: 4437
Number of frequent itemsets of length 8: 3534
Number of frequent itemsets of length 9: 2224
Number of frequent itemsets of length 10: 1067
Number of frequent itemsets of length 11: 376
Number of frequent itemsets of length 12: 92
Number of frequent itemsets of length 13: 14
Number of frequent itemsets of length 14: 1



Total number of candidate frequent itemsets generated: 24834

Number of candidate frequent itemsets of length 1: 124
Number of candidate frequent itemsets of length 2: 720
Number of candidate frequent itemsets of length 3: 1337
Number of candidate frequent itemsets of length 4: 2538
Number of candidate frequent itemsets of length 5: 3822
Number of candidate frequent itemsets of length 6: 4548
Number of candidate frequent itemsets of length 7: 4437
Number of candidate frequent itemsets of length 8: 3534
Number of candidate frequent itemsets of length 9: 2224
Number of candidate frequent itemsets of length 10: 1067
Number of candidate frequent itemsets of length 11: 376
Number of candidate frequent itemsets of length 12: 92
Number of candidate frequent itemsets of length 13: 14
Number of candidate frequent itemsets of length 14: 1



Total time taken to generate frequent itemsets: 291742 ms
--------------------------------------------------------------------------------------------------------------------------
                                           Frequent Itemset                                                            Occurrence              Support
odor_n,gill-spacing_c,gill-size_b,stalk-shape_t,stalk-root_b,stalk-surface-above-ring_s,veil-type_p,veil-color_w,ring-type_p1728             0.21270311
odor_n,gill-spacing_c,gill-size_b,stalk-shape_t,stalk-root_b,stalk-surface-above-ring_s,veil-type_p,veil-color_w,habitat_d 1728             0.21270311
odor_n,gill-spacing_c,gill-size_b,stalk-shape_t,stalk-root_b,stalk-surface-above-ring_s,veil-type_p,ring-number_o,ring-type_p1728             0.21270311
odor_n,gill-spacing_c,gill-size_b,stalk-shape_t,stalk-root_b,stalk-surface-above-ring_s,veil-type_p,ring-number_o,habitat_d1728             0.21270311
odor_n,gill-spacing_c,gill-size_b,stalk-shape_t,stalk-root_b,stalk-surface-above-ring_s,veil-type_p,ring-type_p,habitat_d  1728             0.21270311
odor_n,gill-spacing_c,gill-size_b,stalk-shape_t,stalk-root_b,stalk-surface-above-ring_s,veil-color_w,ring-number_o,ring-type_p1728             0.21270311
odor_n,gill-spacing_c,gill-size_b,stalk-shape_t,stalk-root_b,stalk-surface-above-ring_s,veil-color_w,ring-number_o,habitat_d1728             0.21270311
odor_n,gill-spacing_c,gill-size_b,stalk-shape_t,stalk-root_b,stalk-surface-above-ring_s,veil-color_w,ring-type_p,habitat_d 1728             0.21270311
odor_n,gill-spacing_c,gill-size_b,stalk-shape_t,stalk-root_b,stalk-surface-above-ring_s,ring-number_o,ring-type_p,habitat_d1728             0.21270311
odor_n,gill-spacing_c,gill-size_b,stalk-shape_t,stalk-root_b,stalk-surface-below-ring_s,veil-type_p,veil-color_w,ring-number_o1728             0.21270311
odor_n,gill-spacing_c,gill-size_b,stalk-shape_t,stalk-root_b,stalk-surface-below-ring_s,veil-type_p,veil-color_w,ring-type_p1728             0.21270311
odor_n,gill-spacing_c,gill-size_b,stalk-shape_t,stalk-root_b,stalk-surface-below-ring_s,veil-type_p,veil-color_w,habitat_d 1728             0.21270311
odor_n,gill-spacing_c,gill-size_b,stalk-shape_t,stalk-root_b,stalk-surface-below-ring_s,veil-type_p,ring-number_o,ring-type_p1728             0.21270311
odor_n,gill-spacing_c,gill-size_b,stalk-shape_t,stalk-root_b,stalk-surface-below-ring_s,veil-type_p,ring-number_o,habitat_d1728             0.21270311
odor_n,gill-spacing_c,gill-size_b,stalk-shape_t,stalk-root_b,stalk-surface-below-ring_s,veil-type_p,ring-type_p,habitat_d  1728             0.21270311
odor_n,gill-spacing_c,gill-size_b,stalk-shape_t,stalk-root_b,stalk-surface-below-ring_s,veil-color_w,ring-number_o,ring-type_p1728             0.21270311
odor_n,gill-spacing_c,gill-size_b,stalk-shape_t,stalk-root_b,stalk-surface-below-ring_s,veil-color_w,ring-number_o,habitat_d1728             0.21270311
odor_n,gill-spacing_c,gill-size_b,stalk-shape_t,stalk-root_b,stalk-surface-below-ring_s,veil-color_w,ring-type_p,habitat_d 1728             0.21270311
odor_n,gill-spacing_c,gill-size_b,stalk-shape_t,stalk-root_b,stalk-surface-below-ring_s,ring-number_o,ring-type_p,habitat_d1728             0.21270311
odor_n,gill-spacing_c,gill-size_b,stalk-shape_t,stalk-root_b,veil-type_p,veil-color_w,ring-number_o,ring-type_p            1728             0.21270311
odor_n,gill-spacing_c,gill-size_b,stalk-shape_t,stalk-root_b,veil-type_p,veil-color_w,ring-number_o,habitat_d              1728             0.21270311
odor_n,gill-spacing_c,gill-size_b,stalk-shape_t,stalk-root_b,veil-type_p,veil-color_w,ring-type_p,habitat_d                1728             0.21270311
odor_n,gill-spacing_c,gill-size_b,stalk-shape_t,stalk-root_b,veil-type_p,ring-number_o,ring-type_p,habitat_d               1728             0.21270311
odor_n,gill-spacing_c,gill-size_b,stalk-shape_t,stalk-root_b,veil-color_w,ring-number_o,ring-type_p,habitat_d              1728             0.21270311
odor_n,gill-spacing_c,gill-size_b,stalk-shape_t,stalk-surface-above-ring_s,stalk-surface-below-ring_s,veil-type_p,veil-color_w,ring-number_o1728             0.21270311
odor_n,gill-spacing_c,gill-size_b,stalk-shape_t,stalk-surface-above-ring_s,stalk-surface-below-ring_s,veil-type_p,veil-color_w,ring-type_p1728             0.21270311
odor_n,gill-spacing_c,gill-size_b,stalk-shape_t,stalk-surface-above-ring_s,stalk-surface-below-ring_s,veil-type_p,veil-color_w,habitat_d1728             0.21270311
odor_n,gill-spacing_c,gill-size_b,stalk-shape_t,stalk-surface-above-ring_s,stalk-surface-below-ring_s,veil-type_p,ring-number_o,ring-type_p1728             0.21270311
odor_n,gill-spacing_c,gill-size_b,stalk-shape_t,stalk-surface-above-ring_s,stalk-surface-below-ring_s,veil-type_p,ring-number_o,habitat_d1728             0.21270311
odor_n,gill-spacing_c,gill-size_b,stalk-shape_t,stalk-surface-above-ring_s,stalk-surface-below-ring_s,veil-type_p,ring-type_p,habitat_d1728             0.21270311
odor_n,gill-spacing_c,gill-size_b,stalk-shape_t,stalk-surface-above-ring_s,stalk-surface-below-ring_s,veil-color_w,ring-number_o,ring-type_p1728             0.21270311
odor_n,gill-spacing_c,gill-size_b,stalk-shape_t,stalk-surface-above-ring_s,stalk-surface-below-ring_s,veil-color_w,ring-number_o,habitat_d1728             0.21270311
odor_n,gill-spacing_c,gill-size_b,stalk-shape_t,stalk-surface-above-ring_s,stalk-surface-below-ring_s,veil-color_w,ring-type_p,habitat_d1728             0.21270311
odor_n,gill-spacing_c,gill-size_b,stalk-shape_t,stalk-surface-above-ring_s,stalk-surface-below-ring_s,ring-number_o,ring-type_p,habitat_d1728             0.21270311
odor_n,gill-spacing_c,gill-size_b,stalk-shape_t,stalk-surface-above-ring_s,veil-type_p,veil-color_w,ring-number_o,ring-type_p1728             0.21270311
odor_n,gill-spacing_c,gill-size_b,stalk-shape_t,stalk-surface-above-ring_s,veil-type_p,veil-color_w,ring-number_o,habitat_d1728             0.21270311
odor_n,gill-spacing_c,gill-size_b,stalk-shape_t,stalk-surface-above-ring_s,veil-type_p,veil-color_w,ring-type_p,habitat_d  1728             0.21270311
odor_n,gill-spacing_c,gill-size_b,stalk-shape_t,stalk-surface-above-ring_s,veil-type_p,ring-number_o,ring-type_p,habitat_d 1728             0.21270311
odor_n,gill-spacing_c,gill-size_b,stalk-shape_t,stalk-surface-above-ring_s,veil-color_w,ring-number_o,ring-type_p,habitat_d1728             0.21270311
odor_n,gill-spacing_c,gill-size_b,stalk-shape_t,stalk-surface-below-ring_s,veil-type_p,veil-color_w,ring-number_o,ring-type_p1728             0.21270311
odor_n,gill-spacing_c,gill-size_b,stalk-shape_t,stalk-surface-below-ring_s,veil-type_p,veil-color_w,ring-number_o,habitat_d1728             0.21270311
odor_n,gill-spacing_c,gill-size_b,stalk-shape_t,stalk-surface-below-ring_s,veil-type_p,veil-color_w,ring-type_p,habitat_d  1728             0.21270311
odor_n,gill-spacing_c,gill-size_b,stalk-shape_t,stalk-surface-below-ring_s,veil-type_p,ring-number_o,ring-type_p,habitat_d 1728             0.21270311
odor_n,gill-spacing_c,gill-size_b,stalk-shape_t,stalk-surface-below-ring_s,veil-color_w,ring-number_o,ring-type_p,habitat_d1728             0.21270311
odor_n,gill-spacing_c,gill-size_b,stalk-shape_t,veil-type_p,veil-color_w,ring-number_o,ring-type_p,habitat_d               1728             0.21270311
odor_n,gill-spacing_c,gill-size_b,stalk-root_b,stalk-surface-above-ring_s,stalk-surface-below-ring_s,veil-type_p,veil-color_w,ring-number_o1728             0.21270311
odor_n,gill-spacing_c,gill-size_b,stalk-root_b,stalk-surface-above-ring_s,stalk-surface-below-ring_s,veil-type_p,veil-color_w,ring-type_p1832             0.22550468
odor_n,gill-spacing_c,gill-size_b,stalk-root_b,stalk-surface-above-ring_s,stalk-surface-below-ring_s,veil-type_p,veil-color_w,habitat_d1728             0.21270311
odor_n,gill-spacing_c,gill-size_b,stalk-root_b,stalk-surface-above-ring_s,stalk-surface-below-ring_s,veil-type_p,ring-number_o,ring-type_p1728             0.21270311
odor_n,gill-spacing_c,gill-size_b,stalk-root_b,stalk-surface-above-ring_s,stalk-surface-below-ring_s,veil-type_p,ring-number_o,habitat_d1728             0.21270311
odor_n,gill-spacing_c,gill-size_b,stalk-root_b,stalk-surface-above-ring_s,stalk-surface-below-ring_s,veil-type_p,ring-type_p,habitat_d1728             0.21270311
odor_n,gill-spacing_c,gill-size_b,stalk-root_b,stalk-surface-above-ring_s,stalk-surface-below-ring_s,veil-color_w,ring-number_o,ring-type_p1728             0.21270311
odor_n,gill-spacing_c,gill-size_b,stalk-root_b,stalk-surface-above-ring_s,stalk-surface-below-ring_s,veil-color_w,ring-number_o,habitat_d1728             0.21270311
odor_n,gill-spacing_c,gill-size_b,stalk-root_b,stalk-surface-above-ring_s,stalk-surface-below-ring_s,veil-color_w,ring-type_p,habitat_d1728             0.21270311
odor_n,gill-spacing_c,gill-size_b,stalk-root_b,stalk-surface-above-ring_s,stalk-surface-below-ring_s,ring-number_o,ring-type_p,habitat_d1728             0.21270311
odor_n,gill-spacing_c,gill-size_b,stalk-root_b,stalk-surface-above-ring_s,veil-type_p,veil-color_w,ring-number_o,ring-type_p1728             0.21270311
odor_n,gill-spacing_c,gill-size_b,stalk-root_b,stalk-surface-above-ring_s,veil-type_p,veil-color_w,ring-number_o,habitat_d 1728             0.21270311
odor_n,gill-spacing_c,gill-size_b,stalk-root_b,stalk-surface-above-ring_s,veil-type_p,veil-color_w,ring-type_p,habitat_d   1728             0.21270311
odor_n,gill-spacing_c,gill-size_b,stalk-root_b,stalk-surface-above-ring_s,veil-type_p,ring-number_o,ring-type_p,habitat_d  1728             0.21270311
odor_n,gill-spacing_c,gill-size_b,stalk-root_b,stalk-surface-above-ring_s,veil-color_w,ring-number_o,ring-type_p,habitat_d 1728             0.21270311
odor_n,gill-spacing_c,gill-size_b,stalk-root_b,stalk-surface-below-ring_s,veil-type_p,veil-color_w,ring-number_o,ring-type_p1728             0.21270311
odor_n,gill-spacing_c,gill-size_b,stalk-root_b,stalk-surface-below-ring_s,veil-type_p,veil-color_w,ring-number_o,habitat_d 1728             0.21270311
odor_n,gill-spacing_c,gill-size_b,stalk-root_b,stalk-surface-below-ring_s,veil-type_p,veil-color_w,ring-type_p,habitat_d   1728             0.21270311
odor_n,gill-spacing_c,gill-size_b,stalk-root_b,stalk-surface-below-ring_s,veil-type_p,ring-number_o,ring-type_p,habitat_d  1728             0.21270311
odor_n,gill-spacing_c,gill-size_b,stalk-root_b,stalk-surface-below-ring_s,veil-color_w,ring-number_o,ring-type_p,habitat_d 1728             0.21270311
odor_n,gill-spacing_c,gill-size_b,stalk-root_b,veil-type_p,veil-color_w,ring-number_o,ring-type_p,habitat_d                1728             0.21270311
odor_n,gill-spacing_c,gill-size_b,stalk-surface-above-ring_s,stalk-surface-below-ring_s,veil-type_p,veil-color_w,ring-number_o,ring-type_p1728             0.21270311
odor_n,gill-spacing_c,gill-size_b,stalk-surface-above-ring_s,stalk-surface-below-ring_s,veil-type_p,veil-color_w,ring-number_o,habitat_d1728             0.21270311
odor_n,gill-spacing_c,gill-size_b,stalk-surface-above-ring_s,stalk-surface-below-ring_s,veil-type_p,veil-color_w,ring-type_p,habitat_d1728             0.21270311
odor_n,gill-spacing_c,gill-size_b,stalk-surface-above-ring_s,stalk-surface-below-ring_s,veil-type_p,ring-number_o,ring-type_p,habitat_d1728             0.21270311
odor_n,gill-spacing_c,gill-size_b,stalk-surface-above-ring_s,stalk-surface-below-ring_s,veil-color_w,ring-number_o,ring-type_p,habitat_d1728             0.21270311
odor_n,gill-spacing_c,gill-size_b,stalk-surface-above-ring_s,veil-type_p,veil-color_w,ring-number_o,ring-type_p,habitat_d  1728             0.21270311
odor_n,gill-spacing_c,gill-size_b,stalk-surface-below-ring_s,veil-type_p,veil-color_w,ring-number_o,ring-type_p,habitat_d  1728             0.21270311
odor_n,gill-spacing_c,stalk-shape_t,stalk-root_b,stalk-surface-above-ring_s,stalk-surface-below-ring_s,veil-type_p,veil-color_w,ring-number_o1728             0.21270311
odor_n,gill-spacing_c,stalk-shape_t,stalk-root_b,stalk-surface-above-ring_s,stalk-surface-below-ring_s,veil-type_p,veil-color_w,ring-type_p1728             0.21270311
odor_n,gill-spacing_c,stalk-shape_t,stalk-root_b,stalk-surface-above-ring_s,stalk-surface-below-ring_s,veil-type_p,veil-color_w,habitat_d1728             0.21270311
odor_n,gill-spacing_c,stalk-shape_t,stalk-root_b,stalk-surface-above-ring_s,stalk-surface-below-ring_s,veil-type_p,ring-number_o,ring-type_p1728             0.21270311
odor_n,gill-spacing_c,stalk-shape_t,stalk-root_b,stalk-surface-above-ring_s,stalk-surface-below-ring_s,veil-type_p,ring-number_o,habitat_d1728             0.21270311
odor_n,gill-spacing_c,stalk-shape_t,stalk-root_b,stalk-surface-above-ring_s,stalk-surface-below-ring_s,veil-type_p,ring-type_p,habitat_d1728             0.21270311
odor_n,gill-spacing_c,stalk-shape_t,stalk-root_b,stalk-surface-above-ring_s,stalk-surface-below-ring_s,veil-color_w,ring-number_o,ring-type_p1728             0.21270311
odor_n,gill-spacing_c,stalk-shape_t,stalk-root_b,stalk-surface-above-ring_s,stalk-surface-below-ring_s,veil-color_w,ring-number_o,habitat_d1728             0.21270311
odor_n,gill-spacing_c,stalk-shape_t,stalk-root_b,stalk-surface-above-ring_s,stalk-surface-below-ring_s,veil-color_w,ring-type_p,habitat_d1728             0.21270311
odor_n,gill-spacing_c,stalk-shape_t,stalk-root_b,stalk-surface-above-ring_s,stalk-surface-below-ring_s,ring-number_o,ring-type_p,habitat_d1728             0.21270311
odor_n,gill-spacing_c,stalk-shape_t,stalk-root_b,stalk-surface-above-ring_s,veil-type_p,veil-color_w,ring-number_o,ring-type_p1728             0.21270311
odor_n,gill-spacing_c,stalk-shape_t,stalk-root_b,stalk-surface-above-ring_s,veil-type_p,veil-color_w,ring-number_o,habitat_d1728             0.21270311
odor_n,gill-spacing_c,stalk-shape_t,stalk-root_b,stalk-surface-above-ring_s,veil-type_p,veil-color_w,ring-type_p,habitat_d 1728             0.21270311
odor_n,gill-spacing_c,stalk-shape_t,stalk-root_b,stalk-surface-above-ring_s,veil-type_p,ring-number_o,ring-type_p,habitat_d1728             0.21270311
odor_n,gill-spacing_c,stalk-shape_t,stalk-root_b,stalk-surface-above-ring_s,veil-color_w,ring-number_o,ring-type_p,habitat_d1728             0.21270311
odor_n,gill-spacing_c,stalk-shape_t,stalk-root_b,stalk-surface-below-ring_s,veil-type_p,veil-color_w,ring-number_o,ring-type_p1728             0.21270311
odor_n,gill-spacing_c,stalk-shape_t,stalk-root_b,stalk-surface-below-ring_s,veil-type_p,veil-color_w,ring-number_o,habitat_d1728             0.21270311
odor_n,gill-spacing_c,stalk-shape_t,stalk-root_b,stalk-surface-below-ring_s,veil-type_p,veil-color_w,ring-type_p,habitat_d 1728             0.21270311
odor_n,gill-spacing_c,stalk-shape_t,stalk-root_b,stalk-surface-below-ring_s,veil-type_p,ring-number_o,ring-type_p,habitat_d1728             0.21270311
odor_n,gill-spacing_c,stalk-shape_t,stalk-root_b,stalk-surface-below-ring_s,veil-color_w,ring-number_o,ring-type_p,habitat_d1728             0.21270311
odor_n,gill-spacing_c,stalk-shape_t,stalk-root_b,veil-type_p,veil-color_w,ring-number_o,ring-type_p,habitat_d              1728             0.21270311
odor_n,gill-spacing_c,stalk-shape_t,stalk-surface-above-ring_s,stalk-surface-below-ring_s,veil-type_p,veil-color_w,ring-number_o,ring-type_p1728             0.21270311
odor_n,gill-spacing_c,stalk-shape_t,stalk-surface-above-ring_s,stalk-surface-below-ring_s,veil-type_p,veil-color_w,ring-number_o,habitat_d1728             0.21270311
odor_n,gill-spacing_c,stalk-shape_t,stalk-surface-above-ring_s,stalk-surface-below-ring_s,veil-type_p,veil-color_w,ring-type_p,habitat_d1728             0.21270311
odor_n,gill-spacing_c,stalk-shape_t,stalk-surface-above-ring_s,stalk-surface-below-ring_s,veil-type_p,ring-number_o,ring-type_p,habitat_d1728             0.21270311
odor_n,gill-spacing_c,stalk-shape_t,stalk-surface-above-ring_s,stalk-surface-below-ring_s,veil-color_w,ring-number_o,ring-type_p,habitat_d1728             0.21270311
odor_n,gill-spacing_c,stalk-shape_t,stalk-surface-above-ring_s,veil-type_p,veil-color_w,ring-number_o,ring-type_p,habitat_d1728             0.21270311
odor_n,gill-spacing_c,stalk-shape_t,stalk-surface-below-ring_s,veil-type_p,veil-color_w,ring-number_o,ring-type_p,habitat_d1728             0.21270311
odor_n,gill-spacing_c,stalk-root_b,stalk-surface-above-ring_s,stalk-surface-below-ring_s,veil-type_p,veil-color_w,ring-number_o,ring-type_p1728             0.21270311
odor_n,gill-spacing_c,stalk-root_b,stalk-surface-above-ring_s,stalk-surface-below-ring_s,veil-type_p,veil-color_w,ring-number_o,habitat_d1728             0.21270311
odor_n,gill-spacing_c,stalk-root_b,stalk-surface-above-ring_s,stalk-surface-below-ring_s,veil-type_p,veil-color_w,ring-type_p,habitat_d1728             0.21270311
odor_n,gill-spacing_c,stalk-root_b,stalk-surface-above-ring_s,stalk-surface-below-ring_s,veil-type_p,ring-number_o,ring-type_p,habitat_d1728             0.21270311
odor_n,gill-spacing_c,stalk-root_b,stalk-surface-above-ring_s,stalk-surface-below-ring_s,veil-color_w,ring-number_o,ring-type_p,habitat_d1728             0.21270311
odor_n,gill-spacing_c,stalk-root_b,stalk-surface-above-ring_s,veil-type_p,veil-color_w,ring-number_o,ring-type_p,habitat_d 1728             0.21270311
odor_n,gill-spacing_c,stalk-root_b,stalk-surface-below-ring_s,veil-type_p,veil-color_w,ring-number_o,ring-type_p,habitat_d 1728             0.21270311
odor_n,gill-spacing_c,stalk-surface-above-ring_s,stalk-surface-below-ring_s,veil-type_p,veil-color_w,ring-number_o,ring-type_p,habitat_d1728             0.21270311
odor_n,gill-size_b,stalk-shape_t,stalk-root_b,stalk-surface-above-ring_s,stalk-surface-below-ring_s,veil-type_p,veil-color_w,ring-number_o1728             0.21270311
odor_n,gill-size_b,stalk-shape_t,stalk-root_b,stalk-surface-above-ring_s,stalk-surface-below-ring_s,veil-type_p,veil-color_w,ring-type_p1728             0.21270311
odor_n,gill-size_b,stalk-shape_t,stalk-root_b,stalk-surface-above-ring_s,stalk-surface-below-ring_s,veil-type_p,veil-color_w,habitat_d1728             0.21270311
odor_n,gill-size_b,stalk-shape_t,stalk-root_b,stalk-surface-above-ring_s,stalk-surface-below-ring_s,veil-type_p,ring-number_o,ring-type_p1728             0.21270311
odor_n,gill-size_b,stalk-shape_t,stalk-root_b,stalk-surface-above-ring_s,stalk-surface-below-ring_s,veil-type_p,ring-number_o,habitat_d1728             0.21270311
odor_n,gill-size_b,stalk-shape_t,stalk-root_b,stalk-surface-above-ring_s,stalk-surface-below-ring_s,veil-type_p,ring-type_p,habitat_d1728             0.21270311
odor_n,gill-size_b,stalk-shape_t,stalk-root_b,stalk-surface-above-ring_s,stalk-surface-below-ring_s,veil-color_w,ring-number_o,ring-type_p1728             0.21270311
odor_n,gill-size_b,stalk-shape_t,stalk-root_b,stalk-surface-above-ring_s,stalk-surface-below-ring_s,veil-color_w,ring-number_o,habitat_d1728             0.21270311
odor_n,gill-size_b,stalk-shape_t,stalk-root_b,stalk-surface-above-ring_s,stalk-surface-below-ring_s,veil-color_w,ring-type_p,habitat_d1728             0.21270311
odor_n,gill-size_b,stalk-shape_t,stalk-root_b,stalk-surface-above-ring_s,stalk-surface-below-ring_s,ring-number_o,ring-type_p,habitat_d1728             0.21270311
odor_n,gill-size_b,stalk-shape_t,stalk-root_b,stalk-surface-above-ring_s,veil-type_p,veil-color_w,ring-number_o,ring-type_p1728             0.21270311
odor_n,gill-size_b,stalk-shape_t,stalk-root_b,stalk-surface-above-ring_s,veil-type_p,veil-color_w,ring-number_o,habitat_d  1728             0.21270311
odor_n,gill-size_b,stalk-shape_t,stalk-root_b,stalk-surface-above-ring_s,veil-type_p,veil-color_w,ring-type_p,habitat_d    1728             0.21270311
odor_n,gill-size_b,stalk-shape_t,stalk-root_b,stalk-surface-above-ring_s,veil-type_p,ring-number_o,ring-type_p,habitat_d   1728             0.21270311
odor_n,gill-size_b,stalk-shape_t,stalk-root_b,stalk-surface-above-ring_s,veil-color_w,ring-number_o,ring-type_p,habitat_d  1728             0.21270311
odor_n,gill-size_b,stalk-shape_t,stalk-root_b,stalk-surface-below-ring_s,veil-type_p,veil-color_w,ring-number_o,ring-type_p1728             0.21270311
odor_n,gill-size_b,stalk-shape_t,stalk-root_b,stalk-surface-below-ring_s,veil-type_p,veil-color_w,ring-number_o,habitat_d  1728             0.21270311
odor_n,gill-size_b,stalk-shape_t,stalk-root_b,stalk-surface-below-ring_s,veil-type_p,veil-color_w,ring-type_p,habitat_d    1728             0.21270311
odor_n,gill-size_b,stalk-shape_t,stalk-root_b,stalk-surface-below-ring_s,veil-type_p,ring-number_o,ring-type_p,habitat_d   1728             0.21270311
odor_n,gill-size_b,stalk-shape_t,stalk-root_b,stalk-surface-below-ring_s,veil-color_w,ring-number_o,ring-type_p,habitat_d  1728             0.21270311
odor_n,gill-size_b,stalk-shape_t,stalk-root_b,veil-type_p,veil-color_w,ring-number_o,ring-type_p,habitat_d                 1728             0.21270311
odor_n,gill-size_b,stalk-shape_t,stalk-surface-above-ring_s,stalk-surface-below-ring_s,veil-type_p,veil-color_w,ring-number_o,ring-type_p1728             0.21270311
odor_n,gill-size_b,stalk-shape_t,stalk-surface-above-ring_s,stalk-surface-below-ring_s,veil-type_p,veil-color_w,ring-number_o,habitat_d1728             0.21270311
odor_n,gill-size_b,stalk-shape_t,stalk-surface-above-ring_s,stalk-surface-below-ring_s,veil-type_p,veil-color_w,ring-type_p,habitat_d1728             0.21270311
odor_n,gill-size_b,stalk-shape_t,stalk-surface-above-ring_s,stalk-surface-below-ring_s,veil-type_p,ring-number_o,ring-type_p,habitat_d1728             0.21270311
odor_n,gill-size_b,stalk-shape_t,stalk-surface-above-ring_s,stalk-surface-below-ring_s,veil-color_w,ring-number_o,ring-type_p,habitat_d1728             0.21270311
odor_n,gill-size_b,stalk-shape_t,stalk-surface-above-ring_s,veil-type_p,veil-color_w,ring-number_o,ring-type_p,habitat_d   1728             0.21270311
odor_n,gill-size_b,stalk-shape_t,stalk-surface-below-ring_s,veil-type_p,veil-color_w,ring-number_o,ring-type_p,habitat_d   1728             0.21270311
odor_n,gill-size_b,stalk-root_b,stalk-surface-above-ring_s,stalk-surface-below-ring_s,veil-type_p,veil-color_w,ring-number_o,ring-type_p1728             0.21270311
odor_n,gill-size_b,stalk-root_b,stalk-surface-above-ring_s,stalk-surface-below-ring_s,veil-type_p,veil-color_w,ring-number_o,habitat_d1728             0.21270311
odor_n,gill-size_b,stalk-root_b,stalk-surface-above-ring_s,stalk-surface-below-ring_s,veil-type_p,veil-color_w,ring-type_p,habitat_d1728             0.21270311
odor_n,gill-size_b,stalk-root_b,stalk-surface-above-ring_s,stalk-surface-below-ring_s,veil-type_p,ring-number_o,ring-type_p,habitat_d1728             0.21270311
odor_n,gill-size_b,stalk-root_b,stalk-surface-above-ring_s,stalk-surface-below-ring_s,veil-color_w,ring-number_o,ring-type_p,habitat_d1728             0.21270311
odor_n,gill-size_b,stalk-root_b,stalk-surface-above-ring_s,veil-type_p,veil-color_w,ring-number_o,ring-type_p,habitat_d    1728             0.21270311
odor_n,gill-size_b,stalk-root_b,stalk-surface-below-ring_s,veil-type_p,veil-color_w,ring-number_o,ring-type_p,habitat_d    1728             0.21270311
odor_n,gill-size_b,stalk-surface-above-ring_s,stalk-surface-below-ring_s,veil-type_p,veil-color_w,ring-number_o,ring-type_p,habitat_d1728             0.21270311
odor_n,stalk-shape_t,stalk-root_b,stalk-surface-above-ring_s,stalk-surface-below-ring_s,veil-type_p,veil-color_w,ring-number_o,ring-type_p1728             0.21270311
odor_n,stalk-shape_t,stalk-root_b,stalk-surface-above-ring_s,stalk-surface-below-ring_s,veil-type_p,veil-color_w,ring-number_o,habitat_d1728             0.21270311
odor_n,stalk-shape_t,stalk-root_b,stalk-surface-above-ring_s,stalk-surface-below-ring_s,veil-type_p,veil-color_w,ring-type_p,habitat_d1728             0.21270311
odor_n,stalk-shape_t,stalk-root_b,stalk-surface-above-ring_s,stalk-surface-below-ring_s,veil-type_p,ring-number_o,ring-type_p,habitat_d1728             0.21270311
odor_n,stalk-shape_t,stalk-root_b,stalk-surface-above-ring_s,stalk-surface-below-ring_s,veil-color_w,ring-number_o,ring-type_p,habitat_d1728             0.21270311
odor_n,stalk-shape_t,stalk-root_b,stalk-surface-above-ring_s,veil-type_p,veil-color_w,ring-number_o,ring-type_p,habitat_d  1728             0.21270311
odor_n,stalk-shape_t,stalk-root_b,stalk-surface-below-ring_s,veil-type_p,veil-color_w,ring-number_o,ring-type_p,habitat_d  1728             0.21270311
odor_n,stalk-shape_t,stalk-surface-above-ring_s,stalk-surface-below-ring_s,veil-type_p,veil-color_w,ring-number_o,ring-type_p,habitat_d1728             0.21270311
odor_n,stalk-root_b,stalk-surface-above-ring_s,stalk-surface-below-ring_s,veil-type_p,veil-color_w,ring-number_o,ring-type_p,habitat_d1728             0.21270311
gill-attachment_f,gill-spacing_c,gill-size_b,stalk-shape_t,stalk-root_b,stalk-surface-above-ring_s,stalk-surface-below-ring_s,veil-type_p,veil-color_w1800             0.22156574
gill-attachment_f,gill-spacing_c,gill-size_b,stalk-shape_t,stalk-root_b,stalk-surface-above-ring_s,stalk-surface-below-ring_s,veil-type_p,ring-number_o1800             0.22156574
gill-attachment_f,gill-spacing_c,gill-size_b,stalk-shape_t,stalk-root_b,stalk-surface-above-ring_s,stalk-surface-below-ring_s,veil-type_p,ring-type_p1800             0.22156574
gill-attachment_f,gill-spacing_c,gill-size_b,stalk-shape_t,stalk-root_b,stalk-surface-above-ring_s,stalk-surface-below-ring_s,veil-type_p,habitat_d1728             0.21270311
gill-attachment_f,gill-spacing_c,gill-size_b,stalk-shape_t,stalk-root_b,stalk-surface-above-ring_s,stalk-surface-below-ring_s,veil-color_w,ring-number_o1800             0.22156574
gill-attachment_f,gill-spacing_c,gill-size_b,stalk-shape_t,stalk-root_b,stalk-surface-above-ring_s,stalk-surface-below-ring_s,veil-color_w,ring-type_p1800             0.22156574
