id	value	
16371	Thatwascool
16373	Flowed
16375	Funnnnnnnnny
16377	Notonlyforkids
16379	Unstupid
16382	Greeaat
16384	Nickcave
16385	Typicaljohnhouston
16388	Isaotakahata
16395	Will
16420	Forestfair
16440	Poloticaliraprison
16441	Horrornovel
16442	Psychomurderer
16444	Andunwatchable
16462	Disturbingandmoving
16471	Excellentdrama
16472	Excellentcomedy
16473	Abitexagerated
16474	Legendary
16475	Bittoosweet
16476	Goodspecialeffects
16477	Audreyhepburnisgreat
16478	Ordinary
16479	Excellentforkids
16480	Quitegood
16482	Leadingmantooold
16483	Definitelyforgirls
16484	Butagoodmovie
16485	Poorplot
16486	Sweetstory
16490	Thetrain
16491	Mindlessoneliners
16492	Adventureboats
16494	Questioningsanity
16495	Timrobbinsperformance
16496	Wesandersonmovies
16498	Createsanewworld
16501	Psychologicslgames
16503	Jobsversesenvironment
16524	Goodinitsday
16525	Isaiah
